threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,2,300,0,298,0.00666666666667,0.0
0.02,6,300,0,294,0.02,0.0
0.03,10,300,0,290,0.0333333333333,0.0
0.04,19,300,0,281,0.0633333333333,0.0
0.05,26,299,1,274,0.0866666666667,0.00333333333333
0.06,34,299,1,266,0.113333333333,0.00333333333333
0.07,46,298,2,254,0.153333333333,0.00666666666667
0.08,53,298,2,247,0.176666666667,0.00666666666667
0.09,63,297,3,237,0.21,0.01
0.1,74,296,4,226,0.246666666667,0.0133333333333
0.11,86,294,6,214,0.286666666667,0.02
0.12,95,293,7,205,0.316666666667,0.0233333333333
0.13,102,293,7,198,0.34,0.0233333333333
0.14,113,293,7,187,0.376666666667,0.0233333333333
0.15,119,292,8,181,0.396666666667,0.0266666666667
0.16,128,290,10,172,0.426666666667,0.0333333333333
0.17,129,290,10,171,0.43,0.0333333333333
0.18,137,288,12,163,0.456666666667,0.04
0.19,150,288,12,150,0.5,0.04
0.2,159,287,13,141,0.53,0.0433333333333
0.21,165,284,16,135,0.55,0.0533333333333
0.22,171,283,17,129,0.57,0.0566666666667
0.23,180,280,20,120,0.6,0.0666666666667
0.24,191,279,21,109,0.636666666667,0.07
0.25,198,278,22,102,0.66,0.0733333333333
0.26,204,276,24,96,0.68,0.08
0.27,206,274,26,94,0.686666666667,0.0866666666667
0.28,210,273,27,90,0.7,0.09
0.29,211,267,33,89,0.703333333333,0.11
0.3,214,265,35,86,0.713333333333,0.116666666667
0.31,219,262,38,81,0.73,0.126666666667
0.32,220,261,39,80,0.733333333333,0.13
0.33,223,261,39,77,0.743333333333,0.13
0.34,226,257,43,74,0.753333333333,0.143333333333
0.35,228,256,44,72,0.76,0.146666666667
0.36,229,253,47,71,0.763333333333,0.156666666667
0.37,231,252,48,69,0.77,0.16
0.38,235,251,49,65,0.783333333333,0.163333333333
0.39,238,250,50,62,0.793333333333,0.166666666667
0.4,239,247,53,61,0.796666666667,0.176666666667
0.41,241,244,56,59,0.803333333333,0.186666666667
0.42,244,243,57,56,0.813333333333,0.19
0.43,247,241,59,53,0.823333333333,0.196666666667
0.44,249,239,61,51,0.83,0.203333333333
0.45,253,237,63,47,0.843333333333,0.21
0.46,254,234,66,46,0.846666666667,0.22
0.47,255,232,68,45,0.85,0.226666666667
0.48,257,230,70,43,0.856666666667,0.233333333333
0.49,257,229,71,43,0.856666666667,0.236666666667
0.5,259,228,72,41,0.863333333333,0.24
0.51,260,228,72,40,0.866666666667,0.24
0.52,262,225,75,38,0.873333333333,0.25
0.53,262,223,77,38,0.873333333333,0.256666666667
0.54,262,222,78,38,0.873333333333,0.26
0.55,262,222,78,38,0.873333333333,0.26
0.56,262,219,81,38,0.873333333333,0.27
0.57,262,217,83,38,0.873333333333,0.276666666667
0.58,264,213,87,36,0.88,0.29
0.59,265,211,89,35,0.883333333333,0.296666666667
0.6,265,210,90,35,0.883333333333,0.3
0.61,266,209,91,34,0.886666666667,0.303333333333
0.62,266,206,94,34,0.886666666667,0.313333333333
0.63,266,205,95,34,0.886666666667,0.316666666667
0.64,268,203,97,32,0.893333333333,0.323333333333
0.65,269,200,100,31,0.896666666667,0.333333333333
0.66,272,198,102,28,0.906666666667,0.34
0.67,272,198,102,28,0.906666666667,0.34
0.68,272,196,104,28,0.906666666667,0.346666666667
0.69,273,193,107,27,0.91,0.356666666667
0.7,273,192,108,27,0.91,0.36
0.71,273,190,110,27,0.91,0.366666666667
0.72,273,189,111,27,0.91,0.37
0.73,273,187,113,27,0.91,0.376666666667
0.74,275,186,114,25,0.916666666667,0.38
0.75,275,184,116,25,0.916666666667,0.386666666667
0.76,276,184,116,24,0.92,0.386666666667
0.77,278,182,118,22,0.926666666667,0.393333333333
0.78,281,180,120,19,0.936666666667,0.4
0.79,281,178,122,19,0.936666666667,0.406666666667
0.8,281,176,124,19,0.936666666667,0.413333333333
0.81,282,173,127,18,0.94,0.423333333333
0.82,283,171,129,17,0.943333333333,0.43
0.83,284,170,130,16,0.946666666667,0.433333333333
0.84,284,170,130,16,0.946666666667,0.433333333333
0.85,284,169,131,16,0.946666666667,0.436666666667
0.86,285,165,135,15,0.95,0.45
0.87,285,162,138,15,0.95,0.46
0.88,285,161,139,15,0.95,0.463333333333
0.89,286,159,141,14,0.953333333333,0.47
0.9,286,155,145,14,0.953333333333,0.483333333333
0.91,286,155,145,14,0.953333333333,0.483333333333
0.92,287,154,146,13,0.956666666667,0.486666666667
0.93,288,150,150,12,0.96,0.5
0.94,288,148,152,12,0.96,0.506666666667
0.95,288,145,155,12,0.96,0.516666666667
0.96,288,141,159,12,0.96,0.53
0.97,288,139,161,12,0.96,0.536666666667
0.98,288,137,163,12,0.96,0.543333333333
0.99,288,135,165,12,0.96,0.55
1.0,288,135,165,12,0.96,0.55
1.01,288,131,169,12,0.96,0.563333333333
1.02,289,129,171,11,0.963333333333,0.57
1.03,289,128,172,11,0.963333333333,0.573333333333
1.04,290,128,172,10,0.966666666667,0.573333333333
1.05,290,127,173,10,0.966666666667,0.576666666667
1.06,290,125,175,10,0.966666666667,0.583333333333
1.07,290,124,176,10,0.966666666667,0.586666666667
1.08,290,123,177,10,0.966666666667,0.59
1.09,290,123,177,10,0.966666666667,0.59
1.1,290,121,179,10,0.966666666667,0.596666666667
1.11,290,119,181,10,0.966666666667,0.603333333333
1.12,291,117,183,9,0.97,0.61
1.13,291,112,188,9,0.97,0.626666666667
1.14,291,110,190,9,0.97,0.633333333333
1.15,291,108,192,9,0.97,0.64
1.16,291,107,193,9,0.97,0.643333333333
1.17,291,102,198,9,0.97,0.66
1.18,292,102,198,8,0.973333333333,0.66
1.19,294,98,202,6,0.98,0.673333333333
1.2,294,96,204,6,0.98,0.68
1.21,295,96,204,5,0.983333333333,0.68
1.22,295,93,207,5,0.983333333333,0.69
1.23,295,91,209,5,0.983333333333,0.696666666667
1.24,295,91,209,5,0.983333333333,0.696666666667
1.25,295,89,211,5,0.983333333333,0.703333333333
1.26,295,85,215,5,0.983333333333,0.716666666667
1.27,296,84,216,4,0.986666666667,0.72
1.28,296,83,217,4,0.986666666667,0.723333333333
1.29,297,81,219,3,0.99,0.73
1.3,297,81,219,3,0.99,0.73
1.31,297,78,222,3,0.99,0.74
1.32,297,77,223,3,0.99,0.743333333333
1.33,297,76,224,3,0.99,0.746666666667
1.34,297,74,226,3,0.99,0.753333333333
1.35,297,72,228,3,0.99,0.76
1.36,298,70,230,2,0.993333333333,0.766666666667
1.37,298,70,230,2,0.993333333333,0.766666666667
1.38,298,68,232,2,0.993333333333,0.773333333333
1.39,298,66,234,2,0.993333333333,0.78
1.4,298,66,234,2,0.993333333333,0.78
1.41,298,65,235,2,0.993333333333,0.783333333333
1.42,298,62,238,2,0.993333333333,0.793333333333
1.43,298,62,238,2,0.993333333333,0.793333333333
1.44,298,61,239,2,0.993333333333,0.796666666667
1.45,298,60,240,2,0.993333333333,0.8
1.46,298,58,242,2,0.993333333333,0.806666666667
1.47,298,57,243,2,0.993333333333,0.81
1.48,299,56,244,1,0.996666666667,0.813333333333
1.49,299,52,248,1,0.996666666667,0.826666666667
1.5,299,51,249,1,0.996666666667,0.83
1.51,299,49,251,1,0.996666666667,0.836666666667
1.52,299,48,252,1,0.996666666667,0.84
1.53,299,48,252,1,0.996666666667,0.84
1.54,299,46,254,1,0.996666666667,0.846666666667
1.55,299,46,254,1,0.996666666667,0.846666666667
1.56,299,46,254,1,0.996666666667,0.846666666667
1.57,299,46,254,1,0.996666666667,0.846666666667
1.58,299,44,256,1,0.996666666667,0.853333333333
1.59,299,39,261,1,0.996666666667,0.87
1.6,299,38,262,1,0.996666666667,0.873333333333
1.61,299,37,263,1,0.996666666667,0.876666666667
1.62,299,37,263,1,0.996666666667,0.876666666667
1.63,299,36,264,1,0.996666666667,0.88
1.64,299,33,267,1,0.996666666667,0.89
1.65,299,33,267,1,0.996666666667,0.89
1.66,299,32,268,1,0.996666666667,0.893333333333
1.67,299,32,268,1,0.996666666667,0.893333333333
1.68,299,28,272,1,0.996666666667,0.906666666667
1.69,299,28,272,1,0.996666666667,0.906666666667
1.7,300,28,272,0,1.0,0.906666666667
1.71,300,24,276,0,1.0,0.92
1.72,300,23,277,0,1.0,0.923333333333
1.73,300,20,280,0,1.0,0.933333333333
1.74,300,18,282,0,1.0,0.94
1.75,300,18,282,0,1.0,0.94
1.76,300,18,282,0,1.0,0.94
1.77,300,16,284,0,1.0,0.946666666667
1.78,300,16,284,0,1.0,0.946666666667
1.79,300,16,284,0,1.0,0.946666666667
1.8,300,15,285,0,1.0,0.95
1.81,300,15,285,0,1.0,0.95
1.82,300,15,285,0,1.0,0.95
1.83,300,14,286,0,1.0,0.953333333333
1.84,300,14,286,0,1.0,0.953333333333
1.85,300,13,287,0,1.0,0.956666666667
1.86,300,12,288,0,1.0,0.96
1.87,300,12,288,0,1.0,0.96
1.88,300,12,288,0,1.0,0.96
1.89,300,12,288,0,1.0,0.96
1.9,300,11,289,0,1.0,0.963333333333
1.91,300,10,290,0,1.0,0.966666666667
1.92,300,10,290,0,1.0,0.966666666667
1.93,300,10,290,0,1.0,0.966666666667
1.94,300,10,290,0,1.0,0.966666666667
1.95,300,10,290,0,1.0,0.966666666667
1.96,300,10,290,0,1.0,0.966666666667
1.97,300,10,290,0,1.0,0.966666666667
1.98,300,9,291,0,1.0,0.97
1.99,300,7,293,0,1.0,0.976666666667
2.0,300,7,293,0,1.0,0.976666666667
2.01,300,7,293,0,1.0,0.976666666667
2.02,300,7,293,0,1.0,0.976666666667
2.03,300,7,293,0,1.0,0.976666666667
2.04,300,6,294,0,1.0,0.98
2.05,300,4,296,0,1.0,0.986666666667
2.06,300,4,296,0,1.0,0.986666666667
2.07,300,4,296,0,1.0,0.986666666667
2.08,300,4,296,0,1.0,0.986666666667
2.09,300,4,296,0,1.0,0.986666666667
2.1,300,4,296,0,1.0,0.986666666667
2.11,300,4,296,0,1.0,0.986666666667
2.12,300,4,296,0,1.0,0.986666666667
2.13,300,4,296,0,1.0,0.986666666667
2.14,300,4,296,0,1.0,0.986666666667
2.15,300,3,297,0,1.0,0.99
2.16,300,2,298,0,1.0,0.993333333333
2.17,300,2,298,0,1.0,0.993333333333
2.18,300,1,299,0,1.0,0.996666666667
2.19,300,1,299,0,1.0,0.996666666667
2.2,300,1,299,0,1.0,0.996666666667
2.21,300,1,299,0,1.0,0.996666666667
2.22,300,1,299,0,1.0,0.996666666667
2.23,300,1,299,0,1.0,0.996666666667
2.24,300,1,299,0,1.0,0.996666666667
2.25,300,0,300,0,1.0,1.0
4.0,300,0,300,0,1.0,1.0
