threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,1,300,0,299,0.00333333333333,0.0
0.02,4,300,0,296,0.0133333333333,0.0
0.03,10,300,0,290,0.0333333333333,0.0
0.04,21,300,0,279,0.07,0.0
0.05,27,300,0,273,0.09,0.0
0.06,35,299,1,265,0.116666666667,0.00333333333333
0.07,44,297,3,256,0.146666666667,0.01
0.08,54,297,3,246,0.18,0.01
0.09,67,296,4,233,0.223333333333,0.0133333333333
0.1,74,296,4,226,0.246666666667,0.0133333333333
0.11,78,295,5,222,0.26,0.0166666666667
0.12,86,295,5,214,0.286666666667,0.0166666666667
0.13,95,295,5,205,0.316666666667,0.0166666666667
0.14,103,295,5,197,0.343333333333,0.0166666666667
0.15,114,294,6,186,0.38,0.02
0.16,121,294,6,179,0.403333333333,0.02
0.17,124,292,8,176,0.413333333333,0.0266666666667
0.18,134,289,11,166,0.446666666667,0.0366666666667
0.19,142,288,12,158,0.473333333333,0.04
0.2,146,287,13,154,0.486666666667,0.0433333333333
0.21,154,283,17,146,0.513333333333,0.0566666666667
0.22,158,280,20,142,0.526666666667,0.0666666666667
0.23,164,278,22,136,0.546666666667,0.0733333333333
0.24,169,275,25,131,0.563333333333,0.0833333333333
0.25,175,273,27,125,0.583333333333,0.09
0.26,177,270,30,123,0.59,0.1
0.27,183,268,32,117,0.61,0.106666666667
0.28,185,265,35,115,0.616666666667,0.116666666667
0.29,190,265,35,110,0.633333333333,0.116666666667
0.3,191,265,35,109,0.636666666667,0.116666666667
0.31,192,264,36,108,0.64,0.12
0.32,196,262,38,104,0.653333333333,0.126666666667
0.33,200,261,39,100,0.666666666667,0.13
0.34,202,259,41,98,0.673333333333,0.136666666667
0.35,204,257,43,96,0.68,0.143333333333
0.36,208,255,45,92,0.693333333333,0.15
0.37,212,252,48,88,0.706666666667,0.16
0.38,218,252,48,82,0.726666666667,0.16
0.39,223,251,49,77,0.743333333333,0.163333333333
0.4,227,248,52,73,0.756666666667,0.173333333333
0.41,228,246,54,72,0.76,0.18
