threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,2,300,0,298,0.00666666666667,0.0
0.02,7,300,0,293,0.0233333333333,0.0
0.03,16,300,0,284,0.0533333333333,0.0
0.04,21,300,0,279,0.07,0.0
0.05,28,300,0,272,0.0933333333333,0.0
0.06,45,300,0,255,0.15,0.0
0.07,52,299,1,248,0.173333333333,0.00333333333333
0.08,64,298,2,236,0.213333333333,0.00666666666667
0.09,71,294,6,229,0.236666666667,0.02
0.1,81,294,6,219,0.27,0.02
0.11,93,294,6,207,0.31,0.02
0.12,100,289,11,200,0.333333333333,0.0366666666667
0.13,110,289,11,190,0.366666666667,0.0366666666667
0.14,120,289,11,180,0.4,0.0366666666667
0.15,126,289,11,174,0.42,0.0366666666667
0.16,131,288,12,169,0.436666666667,0.04
0.17,136,287,13,164,0.453333333333,0.0433333333333
0.18,141,285,15,159,0.47,0.05
0.19,152,284,16,148,0.506666666667,0.0533333333333
0.2,158,284,16,142,0.526666666667,0.0533333333333
0.21,165,280,20,135,0.55,0.0666666666667
0.22,175,280,20,125,0.583333333333,0.0666666666667
0.23,182,279,21,118,0.606666666667,0.07
0.24,187,278,22,113,0.623333333333,0.0733333333333
0.25,191,278,22,109,0.636666666667,0.0733333333333
0.26,194,275,25,106,0.646666666667,0.0833333333333
0.27,199,271,29,101,0.663333333333,0.0966666666667
0.28,201,270,30,99,0.67,0.1
0.29,202,269,31,98,0.673333333333,0.103333333333
0.3,208,266,34,92,0.693333333333,0.113333333333
0.31,210,265,35,90,0.7,0.116666666667
0.32,216,264,36,84,0.72,0.12
0.33,218,262,38,82,0.726666666667,0.126666666667
0.34,219,259,41,81,0.73,0.136666666667
0.35,223,258,42,77,0.743333333333,0.14
0.36,230,256,44,70,0.766666666667,0.146666666667
0.37,231,254,46,69,0.77,0.153333333333
0.38,234,251,49,66,0.78,0.163333333333
0.39,236,250,50,64,0.786666666667,0.166666666667
0.4,237,246,54,63,0.79,0.18
0.41,240,243,57,60,0.8,0.19
0.42,243,242,58,57,0.81,0.193333333333
0.43,245,238,62,55,0.816666666667,0.206666666667
0.44,248,236,64,52,0.826666666667,0.213333333333
0.45,251,231,69,49,0.836666666667,0.23
0.46,253,230,70,47,0.843333333333,0.233333333333
0.47,254,229,71,46,0.846666666667,0.236666666667
0.48,256,229,71,44,0.853333333333,0.236666666667
0.49,261,224,76,39,0.87,0.253333333333
0.5,262,223,77,38,0.873333333333,0.256666666667
0.51,263,222,78,37,0.876666666667,0.26
0.52,264,221,79,36,0.88,0.263333333333
0.53,264,219,81,36,0.88,0.27
0.54,264,217,83,36,0.88,0.276666666667
0.55,265,215,85,35,0.883333333333,0.283333333333
0.56,267,211,89,33,0.89,0.296666666667
0.57,268,209,91,32,0.893333333333,0.303333333333
0.58,270,204,96,30,0.9,0.32
0.59,271,204,96,29,0.903333333333,0.32
0.6,271,200,100,29,0.903333333333,0.333333333333
0.61,272,200,100,28,0.906666666667,0.333333333333
0.62,273,200,100,27,0.91,0.333333333333
0.63,274,200,100,26,0.913333333333,0.333333333333
0.64,274,200,100,26,0.913333333333,0.333333333333
0.65,274,199,101,26,0.913333333333,0.336666666667
0.66,274,196,104,26,0.913333333333,0.346666666667
0.67,274,195,105,26,0.913333333333,0.35
0.68,275,194,106,25,0.916666666667,0.353333333333
0.69,275,194,106,25,0.916666666667,0.353333333333
0.7,275,191,109,25,0.916666666667,0.363333333333
0.71,275,189,111,25,0.916666666667,0.37
0.72,277,188,112,23,0.923333333333,0.373333333333
0.73,279,187,113,21,0.93,0.376666666667
0.74,281,183,117,19,0.936666666667,0.39
0.75,281,179,121,19,0.936666666667,0.403333333333
0.76,282,176,124,18,0.94,0.413333333333
0.77,282,175,125,18,0.94,0.416666666667
0.78,282,173,127,18,0.94,0.423333333333
0.79,283,172,128,17,0.943333333333,0.426666666667
0.8,283,170,130,17,0.943333333333,0.433333333333
0.81,283,170,130,17,0.943333333333,0.433333333333
0.82,284,167,133,16,0.946666666667,0.443333333333
0.83,284,164,136,16,0.946666666667,0.453333333333
0.84,284,162,138,16,0.946666666667,0.46
0.85,284,160,140,16,0.946666666667,0.466666666667
0.86,284,159,141,16,0.946666666667,0.47
0.87,285,159,141,15,0.95,0.47
0.88,285,157,143,15,0.95,0.476666666667
0.89,285,157,143,15,0.95,0.476666666667
0.9,285,153,147,15,0.95,0.49
0.91,285,152,148,15,0.95,0.493333333333
0.92,285,149,151,15,0.95,0.503333333333
0.93,285,145,155,15,0.95,0.516666666667
0.94,285,141,159,15,0.95,0.53
0.95,286,138,162,14,0.953333333333,0.54
0.96,287,134,166,13,0.956666666667,0.553333333333
0.97,287,131,169,13,0.956666666667,0.563333333333
0.98,288,131,169,12,0.96,0.563333333333
0.99,288,131,169,12,0.96,0.563333333333
1.0,288,129,171,12,0.96,0.57
1.01,288,127,173,12,0.96,0.576666666667
1.02,288,125,175,12,0.96,0.583333333333
1.03,289,124,176,11,0.963333333333,0.586666666667
1.04,290,122,178,10,0.966666666667,0.593333333333
1.05,290,121,179,10,0.966666666667,0.596666666667
1.06,291,118,182,9,0.97,0.606666666667
1.07,291,114,186,9,0.97,0.62
1.08,291,109,191,9,0.97,0.636666666667
1.09,291,107,193,9,0.97,0.643333333333
1.1,291,105,195,9,0.97,0.65
1.11,292,103,197,8,0.973333333333,0.656666666667
1.12,293,101,199,7,0.976666666667,0.663333333333
1.13,293,100,200,7,0.976666666667,0.666666666667
1.14,293,100,200,7,0.976666666667,0.666666666667
1.15,293,98,202,7,0.976666666667,0.673333333333
1.16,293,97,203,7,0.976666666667,0.676666666667
1.17,293,96,204,7,0.976666666667,0.68
1.18,294,94,206,6,0.98,0.686666666667
1.19,294,93,207,6,0.98,0.69
1.2,294,90,210,6,0.98,0.7
1.21,294,88,212,6,0.98,0.706666666667
1.22,294,85,215,6,0.98,0.716666666667
1.23,294,85,215,6,0.98,0.716666666667
1.24,294,83,217,6,0.98,0.723333333333
1.25,295,80,220,5,0.983333333333,0.733333333333
1.26,296,77,223,4,0.986666666667,0.743333333333
1.27,296,76,224,4,0.986666666667,0.746666666667
1.28,296,74,226,4,0.986666666667,0.753333333333
1.29,297,71,229,3,0.99,0.763333333333
1.3,297,71,229,3,0.99,0.763333333333
1.31,297,70,230,3,0.99,0.766666666667
1.32,297,68,232,3,0.99,0.773333333333
1.33,297,66,234,3,0.99,0.78
1.34,297,66,234,3,0.99,0.78
1.35,297,64,236,3,0.99,0.786666666667
1.36,297,64,236,3,0.99,0.786666666667
1.37,297,63,237,3,0.99,0.79
1.38,297,61,239,3,0.99,0.796666666667
1.39,297,59,241,3,0.99,0.803333333333
1.4,297,56,244,3,0.99,0.813333333333
1.41,297,53,247,3,0.99,0.823333333333
1.42,297,51,249,3,0.99,0.83
1.43,297,50,250,3,0.99,0.833333333333
1.44,297,50,250,3,0.99,0.833333333333
1.45,297,50,250,3,0.99,0.833333333333
1.46,297,47,253,3,0.99,0.843333333333
1.47,297,46,254,3,0.99,0.846666666667
1.48,297,46,254,3,0.99,0.846666666667
1.49,298,46,254,2,0.993333333333,0.846666666667
1.5,298,44,256,2,0.993333333333,0.853333333333
1.51,298,44,256,2,0.993333333333,0.853333333333
1.52,298,44,256,2,0.993333333333,0.853333333333
1.53,298,44,256,2,0.993333333333,0.853333333333
1.54,298,44,256,2,0.993333333333,0.853333333333
1.55,298,43,257,2,0.993333333333,0.856666666667
1.56,298,41,259,2,0.993333333333,0.863333333333
1.57,298,41,259,2,0.993333333333,0.863333333333
1.58,299,40,260,1,0.996666666667,0.866666666667
1.59,299,40,260,1,0.996666666667,0.866666666667
1.6,299,39,261,1,0.996666666667,0.87
1.61,299,38,262,1,0.996666666667,0.873333333333
1.62,299,37,263,1,0.996666666667,0.876666666667
1.63,299,36,264,1,0.996666666667,0.88
1.64,299,35,265,1,0.996666666667,0.883333333333
1.65,299,35,265,1,0.996666666667,0.883333333333
1.66,300,35,265,0,1.0,0.883333333333
1.67,300,33,267,0,1.0,0.89
1.68,300,32,268,0,1.0,0.893333333333
1.69,300,32,268,0,1.0,0.893333333333
1.7,300,31,269,0,1.0,0.896666666667
1.71,300,30,270,0,1.0,0.9
1.72,300,28,272,0,1.0,0.906666666667
1.73,300,27,273,0,1.0,0.91
1.74,300,26,274,0,1.0,0.913333333333
1.75,300,25,275,0,1.0,0.916666666667
1.76,300,25,275,0,1.0,0.916666666667
1.77,300,23,277,0,1.0,0.923333333333
1.78,300,22,278,0,1.0,0.926666666667
1.79,300,21,279,0,1.0,0.93
1.8,300,21,279,0,1.0,0.93
1.81,300,21,279,0,1.0,0.93
1.82,300,20,280,0,1.0,0.933333333333
1.83,300,20,280,0,1.0,0.933333333333
1.84,300,19,281,0,1.0,0.936666666667
1.85,300,16,284,0,1.0,0.946666666667
1.86,300,15,285,0,1.0,0.95
1.87,300,13,287,0,1.0,0.956666666667
1.88,300,12,288,0,1.0,0.96
1.89,300,12,288,0,1.0,0.96
1.9,300,12,288,0,1.0,0.96
1.91,300,12,288,0,1.0,0.96
1.92,300,12,288,0,1.0,0.96
1.93,300,12,288,0,1.0,0.96
1.94,300,12,288,0,1.0,0.96
1.95,300,12,288,0,1.0,0.96
1.96,300,11,289,0,1.0,0.963333333333
1.97,300,11,289,0,1.0,0.963333333333
1.98,300,11,289,0,1.0,0.963333333333
1.99,300,10,290,0,1.0,0.966666666667
2.0,300,9,291,0,1.0,0.97
2.01,300,9,291,0,1.0,0.97
2.02,300,8,292,0,1.0,0.973333333333
2.03,300,7,293,0,1.0,0.976666666667
2.04,300,4,296,0,1.0,0.986666666667
2.05,300,4,296,0,1.0,0.986666666667
2.06,300,4,296,0,1.0,0.986666666667
2.07,300,4,296,0,1.0,0.986666666667
2.08,300,4,296,0,1.0,0.986666666667
2.09,300,4,296,0,1.0,0.986666666667
2.1,300,4,296,0,1.0,0.986666666667
2.11,300,3,297,0,1.0,0.99
2.12,300,2,298,0,1.0,0.993333333333
2.13,300,1,299,0,1.0,0.996666666667
2.14,300,1,299,0,1.0,0.996666666667
2.15,300,1,299,0,1.0,0.996666666667
2.16,300,1,299,0,1.0,0.996666666667
2.17,300,1,299,0,1.0,0.996666666667
2.18,300,1,299,0,1.0,0.996666666667
2.19,300,1,299,0,1.0,0.996666666667
2.2,300,1,299,0,1.0,0.996666666667
2.21,300,1,299,0,1.0,0.996666666667
2.22,300,1,299,0,1.0,0.996666666667
2.23,300,1,299,0,1.0,0.996666666667
2.24,300,1,299,0,1.0,0.996666666667
2.25,300,0,300,0,1.0,1.0
4.0,300,0,300,0,1.0,1.0
