threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,1,300,0,299,0.00333333333333,0.0
0.02,4,300,0,296,0.0133333333333,0.0
0.03,7,299,1,293,0.0233333333333,0.00333333333333
0.04,14,298,2,286,0.0466666666667,0.00666666666667
0.05,22,298,2,278,0.0733333333333,0.00666666666667
0.06,30,296,4,270,0.1,0.0133333333333
0.07,34,294,6,266,0.113333333333,0.02
0.08,45,293,7,255,0.15,0.0233333333333
0.09,57,293,7,243,0.19,0.0233333333333
0.1,70,292,8,230,0.233333333333,0.0266666666667
0.11,83,292,8,217,0.276666666667,0.0266666666667
0.12,84,289,11,216,0.28,0.0366666666667
0.13,95,288,12,205,0.316666666667,0.04
0.14,101,287,13,199,0.336666666667,0.0433333333333
0.15,109,287,13,191,0.363333333333,0.0433333333333
0.16,119,287,13,181,0.396666666667,0.0433333333333
0.17,131,286,14,169,0.436666666667,0.0466666666667
0.18,132,284,16,168,0.44,0.0533333333333
0.19,139,283,17,161,0.463333333333,0.0566666666667
0.2,145,282,18,155,0.483333333333,0.06
0.21,154,281,19,146,0.513333333333,0.0633333333333
0.22,158,281,19,142,0.526666666667,0.0633333333333
0.23,165,278,22,135,0.55,0.0733333333333
0.24,172,277,23,128,0.573333333333,0.0766666666667
0.25,179,277,23,121,0.596666666667,0.0766666666667
0.26,186,276,24,114,0.62,0.08
0.27,190,275,25,110,0.633333333333,0.0833333333333
0.28,197,274,26,103,0.656666666667,0.0866666666667
0.29,201,273,27,99,0.67,0.09
0.3,209,272,28,91,0.696666666667,0.0933333333333
0.31,213,270,30,87,0.71,0.1
0.32,214,269,31,86,0.713333333333,0.103333333333
0.33,217,268,32,83,0.723333333333,0.106666666667
0.34,218,262,38,82,0.726666666667,0.126666666667
0.35,219,262,38,81,0.73,0.126666666667
0.36,221,260,40,79,0.736666666667,0.133333333333
0.37,224,257,43,76,0.746666666667,0.143333333333
0.38,224,255,45,76,0.746666666667,0.15
0.39,227,254,46,73,0.756666666667,0.153333333333
