threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,1,300,0,299,0.00333333333333,0.0
0.02,5,300,0,295,0.0166666666667,0.0
0.03,12,300,0,288,0.04,0.0
0.04,20,300,0,280,0.0666666666667,0.0
0.05,28,300,0,272,0.0933333333333,0.0
0.06,35,299,1,265,0.116666666667,0.00333333333333
0.07,47,296,4,253,0.156666666667,0.0133333333333
0.08,52,296,4,248,0.173333333333,0.0133333333333
0.09,61,296,4,239,0.203333333333,0.0133333333333
0.1,65,295,5,235,0.216666666667,0.0166666666667
0.11,68,293,7,232,0.226666666667,0.0233333333333
0.12,75,290,10,225,0.25,0.0333333333333
0.13,81,289,11,219,0.27,0.0366666666667
0.14,91,289,11,209,0.303333333333,0.0366666666667
0.15,99,288,12,201,0.33,0.04
0.16,109,287,13,191,0.363333333333,0.0433333333333
0.17,115,287,13,185,0.383333333333,0.0433333333333
0.18,122,285,15,178,0.406666666667,0.05
0.19,136,284,16,164,0.453333333333,0.0533333333333
0.2,141,282,18,159,0.47,0.06
0.21,147,280,20,153,0.49,0.0666666666667
0.22,154,280,20,146,0.513333333333,0.0666666666667
0.23,160,280,20,140,0.533333333333,0.0666666666667
0.24,164,278,22,136,0.546666666667,0.0733333333333
0.25,170,274,26,130,0.566666666667,0.0866666666667
0.26,173,274,26,127,0.576666666667,0.0866666666667
0.27,178,271,29,122,0.593333333333,0.0966666666667
0.28,178,270,30,122,0.593333333333,0.1
0.29,184,266,34,116,0.613333333333,0.113333333333
0.3,189,265,35,111,0.63,0.116666666667
0.31,193,264,36,107,0.643333333333,0.12
0.32,197,263,37,103,0.656666666667,0.123333333333
0.33,200,261,39,100,0.666666666667,0.13
0.34,202,259,41,98,0.673333333333,0.136666666667
0.35,207,256,44,93,0.69,0.146666666667
0.36,211,255,45,89,0.703333333333,0.15
0.37,215,253,47,85,0.716666666667,0.156666666667
0.38,218,252,48,82,0.726666666667,0.16
0.39,221,252,48,79,0.736666666667,0.16
0.4,222,246,54,78,0.74,0.18
