threshold,tp,tn,fp,fn,tpr,fpr
0.0,0,300,0,300,0.0,0.0
0.01,0,300,0,300,0.0,0.0
0.02,8,300,0,292,0.0266666666667,0.0
0.03,14,300,0,286,0.0466666666667,0.0
0.04,24,300,0,276,0.08,0.0
0.05,30,300,0,270,0.1,0.0
0.06,40,299,1,260,0.133333333333,0.00333333333333
0.07,47,297,3,253,0.156666666667,0.01
0.08,57,297,3,243,0.19,0.01
0.09,64,297,3,236,0.213333333333,0.01
0.1,71,296,4,229,0.236666666667,0.0133333333333
0.11,77,294,6,223,0.256666666667,0.02
0.12,88,293,7,212,0.293333333333,0.0233333333333
0.13,97,287,13,203,0.323333333333,0.0433333333333
0.14,103,286,14,197,0.343333333333,0.0466666666667
0.15,108,284,16,192,0.36,0.0533333333333
0.16,119,282,18,181,0.396666666667,0.06
0.17,127,282,18,173,0.423333333333,0.06
0.18,138,281,19,162,0.46,0.0633333333333
0.19,142,280,20,158,0.473333333333,0.0666666666667
0.2,152,278,22,148,0.506666666667,0.0733333333333
0.21,163,277,23,137,0.543333333333,0.0766666666667
0.22,166,275,25,134,0.553333333333,0.0833333333333
0.23,172,271,29,128,0.573333333333,0.0966666666667
0.24,177,270,30,123,0.59,0.1
0.25,186,269,31,114,0.62,0.103333333333
0.26,187,267,33,113,0.623333333333,0.11
0.27,191,267,33,109,0.636666666667,0.11
0.28,194,266,34,106,0.646666666667,0.113333333333
0.29,197,264,36,103,0.656666666667,0.12
0.3,201,262,38,99,0.67,0.126666666667
0.31,207,262,38,93,0.69,0.126666666667
0.32,211,259,41,89,0.703333333333,0.136666666667
0.33,218,258,42,82,0.726666666667,0.14
0.34,220,254,46,80,0.733333333333,0.153333333333
0.35,221,251,49,79,0.736666666667,0.163333333333
0.36,224,251,49,76,0.746666666667,0.163333333333
0.37,229,250,50,71,0.763333333333,0.166666666667
0.38,230,248,52,70,0.766666666667,0.173333333333
0.39,234,247,53,66,0.78,0.176666666667
0.4,235,246,54,65,0.783333333333,0.18
