threshold,tp,tn,fp,fn,tpr,fpr
2.37,300,1,299,0,1.0,0.996666666667
2.38,300,1,299,0,1.0,0.996666666667
2.39,300,1,299,0,1.0,0.996666666667
2.4,300,1,299,0,1.0,0.996666666667
2.41,300,1,299,0,1.0,0.996666666667
2.42,300,1,299,0,1.0,0.996666666667
2.43,300,1,299,0,1.0,0.996666666667
2.44,300,1,299,0,1.0,0.996666666667
2.45,300,1,299,0,1.0,0.996666666667
2.46,300,1,299,0,1.0,0.996666666667
2.47,300,1,299,0,1.0,0.996666666667
2.48,300,1,299,0,1.0,0.996666666667
2.49,300,1,299,0,1.0,0.996666666667
2.5,300,1,299,0,1.0,0.996666666667
2.51,300,1,299,0,1.0,0.996666666667
2.52,300,1,299,0,1.0,0.996666666667
2.53,300,1,299,0,1.0,0.996666666667
2.54,300,1,299,0,1.0,0.996666666667
2.55,300,1,299,0,1.0,0.996666666667
2.56,300,1,299,0,1.0,0.996666666667
2.57,300,1,299,0,1.0,0.996666666667
2.58,300,1,299,0,1.0,0.996666666667
2.59,300,1,299,0,1.0,0.996666666667
2.6,300,1,299,0,1.0,0.996666666667
2.61,300,1,299,0,1.0,0.996666666667
2.62,300,1,299,0,1.0,0.996666666667
2.63,300,0,300,0,1.0,1.0
4.0,300,0,300,0,1.0,1.0
